CASE#,X,Y,cluster_label
JK192655,1178360.0,1859097.0,1
JK169173,1169871.0,1928197.0,0
JK181181,1169611.0,1901629.0,0
JK156047,1165567.0,1894777.0,0
JJ421371,1178443.0,1834987.0,1
JK256195,1168503.0,1847560.0,1
JK221735,1169352.0,1854428.0,1
JK159918,1166885.0,1901136.0,0
JJ451830,1116628.0,1932933.0,0
JK126908,1171049.0,1900319.0,0
JJ447705,1167862.0,1846730.0,1
JK129239,1167890.0,1936228.0,0
JJ297978,1179489.0,1879516.0,1
JJ285103,1169112.0,1849506.0,1
JJ446215,1168239.0,1900898.0,0
JJ537097,1165512.0,1859894.0,1
JK197675,1143251.0,1917707.0,0
JK208180,1166106.0,1861899.0,1
JJ366202,1181623.0,1864521.0,1
JK131741,1152258.0,1869682.0,1
JJ320781,1176362.0,1900577.0,0
JJ422839,1150366.0,1876794.0,0
JJ501948,1170904.0,1929449.0,0
JK249722,1144769.0,1900560.0,0
JK192044,1183224.0,1851473.0,1
JK245897,1153670.0,1901583.0,0
JJ359144,1173344.0,1852303.0,1
JJ315602,1189364.0,1850595.0,1
JK177701,1165889.0,1945918.0,0
JK242051,1166496.0,1908401.0,0
JJ331953,1170319.0,1922907.0,0
JK127592,1160045.0,1913283.0,0
JK224587,1154102.0,1942264.0,0
JJ306466,1176708.0,1905741.0,0
JJ435135,1177245.0,1902400.0,0
JJ287108,1182442.0,1871604.0,1
JK202299,1117682.0,1934237.0,0
JK251871,1171763.0,1900767.0,0
JK116413,1165013.0,1936779.0,0
JJ341496,1175121.0,1908069.0,0
JK232212,1141226.0,1926105.0,0
JK231321,1159839.0,1865440.0,1
JJ455709,1157804.0,1897128.0,0
JJ341745,1198530.0,1853026.0,1
JJ484588,1160867.0,1917657.0,0
JJ499993,1161382.0,1900643.0,0
JJ476679,1175609.0,1862380.0,1
JJ496915,1162072.0,1911964.0,0
JJ309320,1104700.0,1933741.0,0
JJ474083,1172805.0,1836260.0,1
JJ537353,1171203.0,1901678.0,0
JJ413960,1182763.0,1843468.0,1
JJ333657,1132194.0,1861242.0,1
JK130110,1160208.0,1898362.0,0
JJ503554,1175696.0,1895352.0,0
JJ411511,1156604.0,1866670.0,1
JJ329696,1175711.0,1908536.0,0
JK255092,1166852.0,1852991.0,1
JK151186,1198105.0,1817703.0,1
JJ502100,1162289.0,1850443.0,1
JJ474149,1166385.0,1947732.0,0
JJ386395,1154747.0,1931725.0,0
JK262352,1183086.0,1875079.0,1
JJ276341,1176330.0,1901649.0,0
JJ262994,1176486.0,1896541.0,0
JJ340084,1173033.0,1905928.0,0
JJ348512,1131902.0,1942088.0,0
JJ308062,1173133.0,1903693.0,0
JK252682,1100317.0,1935229.0,0
JK165467,1140604.0,1910121.0,0
JK234291,1156895.0,1898552.0,0
JJ477129,1183069.0,1835492.0,1
JK229903,1179575.0,1830407.0,1
JK106140,1155772.0,1914934.0,0
JJ507442,1197757.0,1819843.0,1
JJ411603,1176364.0,1900524.0,0
JJ454313,1157866.0,1919432.0,0
JK210820,1152688.0,1889938.0,0
JJ301528,1152605.0,1908756.0,0
JK228331,1167533.0,1894820.0,0
JK110602,1157197.0,1919573.0,0
JK175843,1150881.0,1921019.0,0
JK171244,1176627.0,1841738.0,1
JK169098,1180685.0,1881905.0,1
JJ472541,1143282.0,1904188.0,0
JJ336453,1182884.0,1854628.0,1
JJ429807,1138872.0,1904946.0,0
JJ450770,1100317.0,1935229.0,0
JJ481092,1155192.0,1865304.0,1
JJ474384,1171801.0,1923759.0,0
JK126237,1155071.0,1939722.0,0
JK189948,1176364.0,1900537.0,0
JJ347925,1143388.0,1904517.0,0
JJ448114,1175327.0,1904462.0,0
JJ450436,1167770.0,1940155.0,0
JK118936,1153909.0,1893737.0,0
JJ414867,1162189.0,1826109.0,1
JJ395833,1169140.0,1925517.0,0
JJ469344,1167076.0,1858303.0,1
JK111875,1175301.0,1903292.0,0
JJ517920,1172582.0,1857446.0,1
JK129123,1140285.0,1901673.0,0
JJ279773,1152277.0,1850267.0,1
JJ327105,1144311.0,1910210.0,0
JK258077,1157192.0,1860519.0,1
JJ413043,1155522.0,1899851.0,0
JK180477,1151402.0,1895664.0,0
JJ378027,1163868.0,1913341.0,0
JK192738,1178174.0,1865658.0,1
JK143322,1181867.0,1851433.0,1
JJ505126,1174905.0,1904743.0,0
JJ495216,1129996.0,1916100.0,0
JK203845,1155668.0,1877756.0,0
JK147645,1160868.0,1900296.0,0
JJ373869,1159418.0,1950364.0,0
JK159832,1176127.0,1905362.0,0
JJ420340,1178412.0,1903766.0,0
JK193906,1176929.0,1896154.0,0
JJ443373,1152346.0,1937880.0,0
JJ423901,1154627.0,1916125.0,0
JJ410135,1151095.0,1898983.0,0
JJ442936,1162982.0,1890732.0,0
JJ348399,1164084.0,1940344.0,0
JK218524,1142630.0,1926592.0,0
JJ354162,1177824.0,1889782.0,0
JJ385086,1170785.0,1860893.0,1
JK220789,1170283.0,1920956.0,0
JK104048,1144415.0,1898849.0,0
JK176485,1175114.0,1900975.0,0
JJ496104,1148114.0,1911322.0,0
JJ465285,1140322.0,1919763.0,0
JJ515380,1176535.0,1894746.0,0
JK149503,1170356.0,1829595.0,1
JJ524407,1154345.0,1895847.0,0
JJ343081,1148938.0,1922459.0,0
JK228972,1161563.0,1882552.0,0
JK185501,1165919.0,1906427.0,0
JK119638,1160478.0,1897788.0,0
JJ315723,1148868.0,1884044.0,0
JJ490292,1160821.0,1885932.0,0
JJ487322,1179132.0,1834992.0,1
JJ406565,1162827.0,1829256.0,1
JJ272994,1175613.0,1862246.0,1
JJ388378,1151008.0,1901637.0,0
JJ333556,1167328.0,1842050.0,1
JJ396015,1153819.0,1874902.0,1
JK214109,1153430.0,1931699.0,0
JJ537529,1180452.0,1875953.0,1
JK134242,1166875.0,1901137.0,0
JJ277822,1155077.0,1864637.0,1
JJ527404,1150812.0,1933251.0,0
JJ391178,1185977.0,1870393.0,1
JK180023,1170274.0,1920971.0,0
JJ374479,1155301.0,1902769.0,0
JJ465885,1170353.0,1902388.0,0
JJ324068,1150769.0,1851588.0,1
JK212882,1164815.0,1852276.0,1
JJ327422,1154541.0,1865286.0,1
JJ376224,1164404.0,1852184.0,1
JJ271706,1153867.0,1911532.0,0
JK151346,1158335.0,1878579.0,0
JJ450278,1158462.0,1929134.0,0
JK231338,1179117.0,1903432.0,0
JJ325243,1171894.0,1868847.0,1
JJ526462,1171859.0,1902722.0,0
JK158896,1163830.0,1882804.0,0
JK141473,1184048.0,1852159.0,1
JK117284,1144321.0,1898236.0,0
JJ384969,1150010.0,1890644.0,0
JJ511352,1135255.0,1915305.0,0
JK174188,1155339.0,1929084.0,0
JJ462530,1164246.0,1949110.0,0
JJ270809,1177826.0,1878241.0,1
JJ326428,1166067.0,1836383.0,1
JK125865,1171188.0,1901470.0,0
JK232888,1157551.0,1906234.0,0
JK246130,1107101.0,1938233.0,0
JJ347201,1169534.0,1858205.0,1
JJ396098,1172428.0,1907184.0,0
JJ510616,1159422.0,1875812.0,1
JJ422612,1176630.0,1878352.0,1
JJ419094,1162627.0,1910739.0,0
JK255533,1170513.0,1846788.0,1
JJ382304,1144812.0,1896930.0,0
JK127875,1164168.0,1944894.0,0
JJ437402,1165475.0,1897799.0,0
JJ370462,1182763.0,1872705.0,1
JK110784,1180043.0,1861837.0,1
JJ441505,1180429.0,1879233.0,1
JJ288161,1139760.0,1906796.0,0
JJ274899,1178222.0,1903964.0,0
JJ539311,1194535.0,1841118.0,1
JJ335327,1151111.0,1871848.0,1
JK257444,1159217.0,1950365.0,0
JK150729,1143050.0,1899765.0,0
JJ374425,1175432.0,1904246.0,0
JJ345739,1156701.0,1936192.0,0
JJ509874,1149179.0,1920548.0,0
JJ264967,1179220.0,1859742.0,1
JJ469345,1161135.0,1915635.0,0
JK255319,1149628.0,1896141.0,0
JJ434065,1162152.0,1900334.0,0
JK198729,1154889.0,1894311.0,0
JJ466609,1155661.0,1879148.0,0
JK233031,1175472.0,1902847.0,0
JJ332224,1188468.0,1858015.0,1
JJ337552,1159576.0,1929325.0,0
JJ264334,1172755.0,1905735.0,0
JJ535448,1150402.0,1882433.0,0
JJ381271,1170209.0,1913507.0,0
JJ287151,1178630.0,1865109.0,1
JJ303028,1167202.0,1904838.0,0
JK210787,1182442.0,1871604.0,1
JJ417615,1158069.0,1888158.0,0
JJ295111,1162842.0,1896944.0,0
JK251946,1176436.0,1898416.0,0
JK122881,1151771.0,1906421.0,0
JJ342433,1159829.0,1942085.0,0
JJ301191,1189941.0,1858081.0,1
JJ494473,1176050.0,1903312.0,0
JJ456168,1155878.0,1871677.0,1
JK246590,1176103.0,1825731.0,1
JJ357464,1151031.0,1890696.0,0
JJ266549,1179218.0,1835363.0,1
JJ490973,1159016.0,1949462.0,0
JJ396898,1177923.0,1833355.0,1
JJ485570,1180651.0,1847068.0,1
JK135587,1160529.0,1865459.0,1
JK128641,1147118.0,1897857.0,0
JJ292377,1176141.0,1841938.0,1
JK187977,1169365.0,1840467.0,1
JJ312336,1168060.0,1924064.0,0
JK228165,1146946.0,1900610.0,0
JK204335,1177352.0,1898428.0,0
JJ514433,1151589.0,1907866.0,0
JK100764,1154223.0,1894344.0,0
JJ528549,1192063.0,1839750.0,1
JJ415210,1197733.0,1844898.0,1
JJ537453,1175990.0,1857229.0,1
JJ387573,1162627.0,1910739.0,0
JK250210,1176671.0,1902172.0,0
JK178871,1177138.0,1835153.0,1
JK199811,1153744.0,1921087.0,0
JJ435208,1181271.0,1832783.0,1
JK180834,1192949.0,1840680.0,1
JJ294399,1177511.0,1905110.0,0
JJ501069,1169328.0,1901620.0,0
JJ363351,1155045.0,1913118.0,0
JJ415790,1160150.0,1837378.0,1
JK222833,1133028.0,1924670.0,0
JJ326773,1150460.0,1910694.0,0
JJ463835,1177636.0,1821374.0,1
JJ526850,1145060.0,1876451.0,0
JJ410427,1139888.0,1906134.0,0
JK129130,1186497.0,1868390.0,1
JJ342182,1189044.0,1860058.0,1
JJ433202,1149797.0,1897617.0,0
JK121158,1202281.0,1836611.0,1
JJ288836,1177246.0,1902350.0,0
JJ485483,1194520.0,1854777.0,1
JJ312815,1158295.0,1856393.0,1
JK172184,1172753.0,1838148.0,1
JK215437,1166491.0,1891492.0,0
JJ356276,1196622.0,1849523.0,1
JJ358491,1176247.0,1904872.0,0
JJ273527,1174183.0,1905805.0,0
JJ303616,1156860.0,1946654.0,0
JJ366189,1189129.0,1845398.0,1
JK204305,1140744.0,1909791.0,0
JK230832,1184603.0,1852495.0,1
JK213148,1167308.0,1937039.0,0
JJ520097,1166365.0,1922766.0,0
JJ300869,1177303.0,1905177.0,0
JK185813,1154112.0,1940656.0,0
JK170659,1177552.0,1872199.0,1
JJ283810,1163616.0,1911342.0,0
JJ490821,1141203.0,1905115.0,0
JK171488,1167117.0,1908678.0,0
JJ324886,1151188.0,1889109.0,0
JJ335450,1177875.0,1894133.0,0
JJ534208,1183102.0,1874415.0,1
JJ379470,1170686.0,1924581.0,0
JJ340494,1166824.0,1940649.0,0
JJ345094,1190722.0,1860046.0,1
JJ423614,1179973.0,1864436.0,1
JJ283172,1183667.0,1850616.0,1
JJ349468,1156415.0,1852144.0,1
JJ373400,1186210.0,1861240.0,1
JJ465172,1168583.0,1923729.0,0
JJ335954,1135287.0,1944302.0,0
JK157686,1150133.0,1894416.0,0
JJ304967,1174850.0,1910494.0,0
JK186675,1159433.0,1898396.0,0
JJ468240,1187570.0,1863952.0,1
JK176988,1139722.0,1910766.0,0
JJ395534,1173305.0,1895394.0,0
JJ377128,1186209.0,1861280.0,1
JK157430,1150132.0,1851435.0,1
JK227890,1144902.0,1920872.0,0
JK162732,1179713.0,1857818.0,1
JK124187,1170999.0,1910282.0,0
JK231363,1167324.0,1891347.0,0
JJ296512,1101811.0,1934419.0,0
JJ420792,1149893.0,1894620.0,0
JK138855,1140422.0,1904813.0,0
JJ299727,1154522.0,1931344.0,0
JJ488700,1156660.0,1926719.0,0
JK226564,1171465.0,1884664.0,0
JJ337264,1176363.0,1900552.0,0
JK108800,1177658.0,1868295.0,1
JJ475509,1175825.0,1904582.0,0
JJ418696,1145940.0,1931189.0,0
JK101525,1176447.0,1897923.0,0
JJ389050,1174701.0,1901579.0,0
JJ476484,1169952.0,1923109.0,0
JJ307753,1152919.0,1929365.0,0
JJ301181,1172319.0,1907457.0,0
JJ450541,1175603.0,1902130.0,0
JJ338656,1187537.0,1871358.0,1
JK258471,1141295.0,1933097.0,0
JK168504,1131274.0,1869007.0,1
JK172453,1173400.0,1877729.0,1
JJ517478,1192241.0,1858984.0,1
JJ442435,1182983.0,1818559.0,1
JJ528110,1153835.0,1884685.0,0
JJ491576,1170563.0,1882015.0,0
JK119522,1130970.0,1916864.0,0
JJ285059,1141652.0,1915138.0,0
JK165661,1177958.0,1873533.0,1
JJ428630,1162728.0,1900999.0,0
JJ354665,1157154.0,1914692.0,0
JK235205,1177002.0,1902579.0,0
JK154662,1150195.0,1906686.0,0
JJ361524,1175099.0,1901781.0,0
JK205903,1199202.0,1847055.0,1
JK157167,1197105.0,1839529.0,1
JJ326521,1139003.0,1901091.0,0
JK107982,1167669.0,1873585.0,1
JK156392,1155977.0,1868216.0,1
JJ466526,1153060.0,1898343.0,0
JJ416353,1164706.0,1912952.0,0
JK225133,1137937.0,1926991.0,0
JK223171,1169094.0,1865656.0,1
JK104809,1152914.0,1904735.0,0
JJ333478,1159116.0,1887970.0,0
JJ305858,1147360.0,1900744.0,0
JJ289706,1159575.0,1877132.0,1
JJ479146,1141305.0,1926395.0,0
JJ310623,1176578.0,1859643.0,1
JK240122,1165755.0,1872212.0,1
JJ263657,1159591.0,1857786.0,1
JK145843,1161583.0,1911630.0,0
JJ303971,1158483.0,1909469.0,0
JK122265,1167120.0,1901555.0,0
JK184327,1167901.0,1845454.0,1
JJ521177,1169074.0,1899559.0,0
JJ338649,1171798.0,1899805.0,0
JJ369796,1137175.0,1933168.0,0
JJ294571,1175023.0,1904549.0,0
JJ400235,1126040.0,1942813.0,0
JJ482669,1146462.0,1897537.0,0
JK238663,1154658.0,1867585.0,1
JJ390821,1159499.0,1876053.0,1
JK175676,1156789.0,1906518.0,0
JJ287855,1161151.0,1897574.0,0
JK138486,1160534.0,1895609.0,0
JJ292550,1149814.0,1897197.0,0
JJ445329,1133495.0,1867366.0,1
JK232333,1187888.0,1873183.0,1
JJ303929,1176068.0,1901284.0,0
JJ401086,1168062.0,1937365.0,0
JK257052,1146800.0,1867752.0,1
JJ495461,1165846.0,1871896.0,1
JJ391633,1171818.0,1918166.0,0
JJ335007,1127617.0,1917507.0,0
JK167127,1179268.0,1860652.0,1
JJ332344,1171735.0,1899804.0,0
JJ452197,1173716.0,1903251.0,0
JJ537138,1161674.0,1935850.0,0
JK239054,1160005.0,1905256.0,0
JJ455536,1141512.0,1899523.0,0
JJ360759,1169316.0,1901120.0,0
JJ317456,1171746.0,1902094.0,0
JJ351790,1181517.0,1832548.0,1
JJ494616,1172552.0,1891108.0,0
JJ498591,1165066.0,1922064.0,0
JJ469705,1172804.0,1920658.0,0
JK156489,1168193.0,1883112.0,0
JJ387530,1172220.0,1914889.0,0
JJ271474,1143616.0,1897560.0,0
JK133253,1158945.0,1865413.0,1
JK188413,1104088.0,1934601.0,0
JJ362483,1164484.0,1861202.0,1
JJ520133,1143613.0,1927634.0,0
JK153511,1138744.0,1900910.0,0
JJ486060,1188713.0,1860026.0,1
JK143174,1153689.0,1912426.0,0
JK133749,1178968.0,1831385.0,1
JK101250,1151921.0,1893515.0,0
JK239307,1185044.0,1873750.0,1
JJ412420,1169352.0,1854428.0,1
JJ393026,1180935.0,1829751.0,1
JK259238,1176677.0,1857867.0,1
JJ459218,1177540.0,1890161.0,0
JJ490501,1171944.0,1854825.0,1
JK230326,1169773.0,1849539.0,1
JJ534332,1177579.0,1820730.0,1
JJ497756,1165277.0,1915788.0,0
JK250814,1157107.0,1944548.0,0
JJ523212,1156612.0,1916752.0,0
JJ320326,1159240.0,1870573.0,1
JJ264182,1125068.0,1941343.0,0
JJ509802,1154255.0,1929224.0,0
JK242636,1152274.0,1896124.0,0
JK167202,1146828.0,1916920.0,0
JJ516211,1158647.0,1937312.0,0
JK229285,1192311.0,1849489.0,1
JK136290,1173032.0,1829023.0,1
JJ262944,1170804.0,1922468.0,0
JJ514595,1154298.0,1848991.0,1
JK112142,1163126.0,1950347.0,0
JK132885,1153997.0,1921094.0,0
JJ313608,1172546.0,1881380.0,1
JK177273,1176628.0,1830669.0,1
JJ441397,1168635.0,1937064.0,0
JJ504995,1179403.0,1830076.0,1
JJ410930,1179306.0,1885032.0,0
JJ505624,1152962.0,1903090.0,0
JK203626,1171331.0,1891064.0,0
JJ537018,1177170.0,1894474.0,0
JJ495990,1153099.0,1923246.0,0
JK233942,1154121.0,1900147.0,0
JK178875,1140067.0,1912691.0,0
JJ455950,1177269.0,1901590.0,0
JK217938,1192377.0,1846728.0,1
JK244677,1183655.0,1817494.0,1
JJ284674,1139377.0,1920073.0,0
JJ401475,1192522.0,1859423.0,1
JJ395298,1179796.0,1871087.0,1
JJ352195,1180201.0,1847386.0,1
JJ521312,1173193.0,1903598.0,0
JK202666,1164157.0,1921624.0,0
JJ345641,1168077.0,1894836.0,0
JK213740,1166999.0,1830626.0,1
JJ527772,1156661.0,1863354.0,1
JJ277764,1144295.0,1926174.0,0
JK176140,1181409.0,1852752.0,1
JK140200,1157196.0,1895027.0,0
JJ468381,1165716.0,1929583.0,0
JJ398423,1176884.0,1897911.0,0
JJ382075,1170670.0,1902637.0,0
JJ423571,1149300.0,1892231.0,0
JJ274647,1182621.0,1856781.0,1
JJ373344,1144981.0,1896934.0,0
JJ340937,1192201.0,1860314.0,1
JJ334199,1158143.0,1897650.0,0
JK142412,1158831.0,1898596.0,0
JJ387951,1149466.0,1910591.0,0
JJ407895,1162873.0,1894379.0,0
JJ264875,1149788.0,1897902.0,0
JJ413259,1178304.0,1907454.0,0
JJ363045,1182930.0,1852635.0,1
JK122828,1179920.0,1875936.0,1
JK136305,1179122.0,1903281.0,0
JJ480929,1147382.0,1900139.0,0
JK106355,1171646.0,1893633.0,0
JJ415577,1164067.0,1901755.0,0
JK129219,1168357.0,1933176.0,0
JJ333505,1173796.0,1848182.0,1
JJ330140,1154769.0,1886928.0,0
JK194051,1148584.0,1929735.0,0
JJ440286,1181740.0,1859904.0,1
JJ419577,1129951.0,1927523.0,0
JK207286,1177436.0,1876313.0,1
JJ388316,1178589.0,1855320.0,1
JJ311716,1168940.0,1853048.0,1
JK158487,1193462.0,1857444.0,1
JJ511838,1184819.0,1875406.0,1
JK117362,1172764.0,1837709.0,1
JK200943,1174708.0,1850883.0,1
JJ461766,1161274.0,1857341.0,1
JJ404590,1171165.0,1882405.0,0
JK196084,1143000.0,1910178.0,0
JJ485509,1148814.0,1933312.0,0
JJ267965,1160664.0,1855252.0,1
JJ535081,1170139.0,1825866.0,1
JJ421739,1160842.0,1898642.0,0
JK147781,1168573.0,1856023.0,1
JJ534781,1178633.0,1865021.0,1
JJ354014,1169007.0,1910823.0,0
JJ363272,1169484.0,1884742.0,0
JJ464023,1143180.0,1919701.0,0
JJ468008,1180100.0,1859699.0,1
JK106325,1166902.0,1943721.0,0
JK128555,1156089.0,1942325.0,0
JK205878,1147250.0,1869526.0,1
JK211582,1143644.0,1926627.0,0
JK109351,1161496.0,1861276.0,1
JK256629,1170088.0,1920793.0,0
JJ397307,1179209.0,1899199.0,0
JK177664,1157371.0,1901881.0,0
JK157705,1150263.0,1893416.0,0
JK161126,1167080.0,1930935.0,0
JK203148,1152928.0,1921067.0,0
JJ367079,1160060.0,1941784.0,0
JJ325404,1177829.0,1879558.0,1
JJ478636,1155623.0,1875374.0,1
JK217582,1139022.0,1900588.0,0
JJ399647,1172521.0,1906057.0,0
JK221599,1139807.0,1903641.0,0
JJ406358,1151710.0,1907749.0,0
JK224361,1153813.0,1908781.0,0
JK131689,1144138.0,1910955.0,0
JJ262265,1164615.0,1865541.0,1
JK136143,1157439.0,1875065.0,1
JJ461229,1192337.0,1862034.0,1
JK216130,1156693.0,1915650.0,0
JK246886,1188223.0,1851262.0,1
JJ388996,1164551.0,1914302.0,0
JK132826,1177405.0,1896374.0,0
JJ293207,1180498.0,1857192.0,1
JK105538,1169446.0,1868185.0,1
JJ338539,1172325.0,1852947.0,1
JK163513,1154794.0,1896518.0,0
JK156918,1143141.0,1908196.0,0
JJ279726,1173052.0,1874959.0,1
JJ484802,1152159.0,1932584.0,0
JK165368,1186520.0,1855182.0,1
JK111924,1172964.0,1915883.0,0
JJ321648,1148597.0,1908340.0,0
JK256955,1173523.0,1828506.0,1
JK247960,1170405.0,1910128.0,0
JJ471033,1191396.0,1852336.0,1
JJ481307,1188552.0,1859230.0,1
JJ424041,1168469.0,1929861.0,0
JJ350744,1176556.0,1902666.0,0
JK119888,1161413.0,1900312.0,0
JK220410,1187757.0,1852625.0,1
JJ389463,1156731.0,1935230.0,0
JK165889,1163809.0,1944791.0,0
JJ408534,1167855.0,1917613.0,0
JJ273919,1164982.0,1950071.0,0
JJ410349,1144334.0,1896903.0,0
JJ268046,1203800.0,1831727.0,1
JJ354903,1177695.0,1838483.0,1
JJ432325,1164344.0,1924211.0,0
JK255594,1164017.0,1936036.0,0
JJ333226,1175188.0,1861691.0,1
JJ328392,1166030.0,1945748.0,0
JK105572,1175744.0,1902131.0,0
JJ371703,1169289.0,1832150.0,1
JK256670,1168360.0,1885104.0,0
JJ417579,1178866.0,1889450.0,0
JJ427931,1176918.0,1896566.0,0
JK248506,1176364.0,1900537.0,0
JJ270985,1196355.0,1853791.0,1
JK137002,1149389.0,1913096.0,0
JJ513749,1143256.0,1908198.0,0
JJ497862,1151811.0,1908030.0,0
JK253354,1176815.0,1900219.0,0
JK103352,1170622.0,1866859.0,1
JJ370872,1166248.0,1935980.0,0
JK136203,1156324.0,1886588.0,0
JJ507753,1168399.0,1920997.0,0
JJ392656,1184280.0,1870143.0,1
JK166106,1160601.0,1949484.0,0
JJ479098,1150490.0,1873005.0,1
JJ381829,1148707.0,1862478.0,1
JJ419509,1190048.0,1857606.0,1
JJ286885,1199202.0,1847068.0,1
JJ406871,1170513.0,1846788.0,1
JK104916,1163695.0,1889417.0,0
JK256660,1177805.0,1880451.0,1
JJ374191,1159476.0,1909591.0,0
JJ277718,1160805.0,1878744.0,0
JK256515,1195862.0,1821766.0,1
JJ461465,1176517.0,1895340.0,0
JK163931,1189143.0,1856756.0,1
JJ427961,1159987.0,1915131.0,0
JJ483411,1193681.0,1853719.0,1
JK211488,1142729.0,1907525.0,0
JJ268348,1155583.0,1870313.0,1
JK181007,1182650.0,1863246.0,1
JJ315580,1139231.0,1932487.0,0
JK116420,1168933.0,1844190.0,1
JJ365327,1164284.0,1948326.0,0
JK216006,1180793.0,1834596.0,1
JJ348062,1167815.0,1872664.0,1
JK234928,1153177.0,1920707.0,0
JK212537,1181897.0,1871687.0,1
JJ302165,1154596.0,1892936.0,0
JJ301856,1101811.0,1934419.0,0
JJ496237,1172125.0,1907969.0,0
JK244820,1188356.0,1845975.0,1
JJ354432,1159778.0,1899031.0,0
JJ432009,1139431.0,1932207.0,0
JJ468677,1149032.0,1865592.0,1
JJ350001,1129032.0,1914737.0,0
JJ440274,1174882.0,1909413.0,0
JJ518020,1166183.0,1883676.0,0
JJ395193,1135056.0,1936126.0,0
JJ433818,1153474.0,1851946.0,1
JJ302458,1167922.0,1942003.0,0
JJ509292,1177312.0,1852570.0,1
JK241649,1149466.0,1910591.0,0
JJ337680,1171413.0,1920707.0,0
JJ428099,1157885.0,1940570.0,0
JJ323163,1178212.0,1903964.0,0
JJ426462,1155458.0,1874434.0,1
JJ269433,1179901.0,1867144.0,1
JK169148,1182588.0,1872700.0,1
JJ348372,1158594.0,1905227.0,0
JJ431421,1154886.0,1918757.0,0
JJ451848,1162728.0,1900350.0,0
JJ385296,1144329.0,1910210.0,0
JK110230,1167438.0,1828213.0,1
JJ451407,1161478.0,1861938.0,1
JK123486,1161013.0,1925382.0,0
JK215048,1182368.0,1850034.0,1
JK189918,1169442.0,1849556.0,1
JJ339976,1140644.0,1909462.0,0
JK107650,1163710.0,1890087.0,0
JK119286,1159571.0,1877132.0,1
JK255951,1172220.0,1914889.0,0
JJ368603,1159137.0,1862397.0,1
JK150216,1161970.0,1857315.0,1
JJ277336,1180134.0,1824770.0,1
JJ405749,1100658.0,1934241.0,0
JK178225,1148151.0,1902249.0,0
JJ422640,1180171.0,1833129.0,1
JJ327177,1183631.0,1851826.0,1
JK242717,1135498.0,1910270.0,0
JK155903,1188861.0,1854650.0,1
JK170770,1160031.0,1857471.0,1
JK201405,1150515.0,1872177.0,1
JJ343520,1157002.0,1905200.0,0
JK259797,1180005.0,1863280.0,1
JJ524929,1197801.0,1853169.0,1
JK253962,1166674.0,1890737.0,0
JJ362787,1198530.0,1853026.0,1
JJ493797,1157882.0,1907866.0,0
JK132084,1173383.0,1857496.0,1
JK217071,1176907.0,1896981.0,0
JK138807,1155719.0,1899939.0,0
JJ354740,1181746.0,1873101.0,1
JJ489593,1138135.0,1900534.0,0
JK131564,1167890.0,1936228.0,0
JJ346535,1158960.0,1864749.0,1
JK137230,1170283.0,1920956.0,0
JK234603,1135927.0,1917551.0,0
JJ411330,1184533.0,1871420.0,1
JK181849,1144494.0,1934166.0,0
JJ481269,1180467.0,1871309.0,1
JJ489184,1153230.0,1911085.0,0
JJ521085,1193509.0,1855532.0,1
JJ510239,1172369.0,1918405.0,0
JJ346181,1134257.0,1915279.0,0
JJ296720,1154919.0,1874788.0,1
JJ517465,1167808.0,1860764.0,1
JJ333394,1159560.0,1913519.0,0
JJ380442,1182937.0,1875826.0,1
JJ466213,1140762.0,1933889.0,0
JJ366473,1168230.0,1937646.0,0
JJ387090,1176168.0,1842760.0,1
JJ286470,1182730.0,1852128.0,1
JK255079,1138132.0,1931464.0,0
JJ446718,1193245.0,1840589.0,1
JK145357,1177676.0,1867698.0,1
JJ444527,1140218.0,1918762.0,0
JK148690,1170396.0,1868214.0,1
JK178059,1183142.0,1852139.0,1
JJ437279,1160153.0,1899944.0,0
JJ284586,1186972.0,1850628.0,1
JK211552,1151424.0,1894979.0,0
JJ488899,1174400.0,1913849.0,0
JK109644,1191432.0,1858611.0,1
JJ485642,1176399.0,1904492.0,0
JJ513281,1154236.0,1918233.0,0
JJ322503,1165555.0,1903565.0,0
JK254788,1177069.0,1857794.0,1
JJ533449,1147789.0,1892358.0,0
JJ454737,1166409.0,1851412.0,1
JJ385717,1177305.0,1831347.0,1
JJ526317,1165567.0,1914723.0,0
JK219946,1156930.0,1897228.0,0
JK205201,1188463.0,1860889.0,1
JJ524656,1199107.0,1816284.0,1
JJ391014,1176364.0,1900524.0,0
JJ294039,1164722.0,1900827.0,0
JJ297405,1149201.0,1919750.0,0
JK146830,1127343.0,1931565.0,0
JJ262287,1172379.0,1833888.0,1
JJ280412,1166423.0,1934329.0,0
JK257029,1148305.0,1892076.0,0
JJ344748,1149584.0,1904880.0,0
JJ480936,1179101.0,1847752.0,1
JK225560,1152792.0,1920093.0,0
JJ362712,1172465.0,1906306.0,0
JJ332924,1177187.0,1852624.0,1
JK200154,1151723.0,1888856.0,0
JJ269188,1154163.0,1900785.0,0
JJ428683,1137468.0,1926017.0,0
JK180459,1184291.0,1851862.0,1
JK100880,1169579.0,1905333.0,0
JJ447680,1160795.0,1910153.0,0
JK230635,1166181.0,1847498.0,1
JK246435,1167226.0,1869986.0,1
JJ366135,1174029.0,1825966.0,1
JK116816,1178044.0,1870387.0,1
JJ277693,1155401.0,1900183.0,0
JK152328,1167401.0,1923378.0,0
JK260278,1181812.0,1875333.0,1
