CASE#,X,Y,cluster_label
JK122055,1186626.0,1854876.0,1
JK197234,1186649.0,1869337.0,1
JJ482645,1160925.0,1857900.0,1
JK225520,1141355.0,1914354.0,0
JJ398250,1159478.0,1885725.0,0
JJ518496,1155978.0,1868186.0,1
JJ403544,1167347.0,1935654.0,0
JJ433326,1181373.0,1861211.0,1
JJ344094,1169660.0,1893568.0,0
JJ385662,1170138.0,1909255.0,0
JJ286520,1160973.0,1948899.0,0
JK141201,1165857.0,1930874.0,0
JJ338894,1157419.0,1861384.0,1
JK167827,1129915.0,1931922.0,0
JJ399017,1152639.0,1902732.0,0
JJ343293,1158102.0,1915171.0,0
JJ390591,1167111.0,1929706.0,0
JK107565,1146804.0,1897985.0,0
JJ416931,1171489.0,1875007.0,1
JJ503561,1191611.0,1842381.0,1
JK250025,1173303.0,1895451.0,0
JK154802,1175349.0,1902127.0,0
JK171224,1176211.0,1895628.0,0
JJ332769,1156029.0,1866379.0,1
JJ508922,1169868.0,1921628.0,0
JK204868,1143823.0,1872794.0,1
JK166219,1191527.0,1858274.0,1
JJ476612,1106955.0,1941060.0,0
JJ373193,1167598.0,1896260.0,0
JK162235,1173456.0,1830592.0,1
JJ386308,1170975.0,1868995.0,1
JK229082,1187238.0,1870424.0,1
JJ518563,1156533.0,1894951.0,0
JK111395,1168598.0,1938218.0,0
JJ473935,1160383.0,1901019.0,0
JJ277784,1181204.0,1901911.0,0
JJ362594,1194486.0,1858322.0,1
JK191835,1172640.0,1853629.0,1
JJ285788,1183295.0,1851976.0,1
JK131759,1139317.0,1861544.0,1
JJ414011,1180179.0,1881011.0,1
JK101367,1144202.0,1899225.0,0
JK122831,1204131.0,1833610.0,1
JJ288998,1153335.0,1938109.0,0
JK230201,1155977.0,1868216.0,1
JJ477840,1163013.0,1828741.0,1
JK118653,1193970.0,1849533.0,1
JJ318613,1180407.0,1852720.0,1
JJ336566,1161399.0,1945604.0,0
JJ509493,1172111.0,1908362.0,0
JK120995,1159836.0,1921652.0,0
JK127504,1143644.0,1926627.0,0
JK107792,1186450.0,1870210.0,1
JK109273,1165542.0,1931968.0,0
JJ464702,1174401.0,1827551.0,1
JJ312738,1140924.0,1916462.0,0
JJ510797,1162325.0,1914744.0,0
JJ370217,1194950.0,1837184.0,1
JJ359666,1159433.0,1898373.0,0
JJ490078,1183305.0,1878651.0,1
JK112636,1171362.0,1918847.0,0
JJ485940,1161771.0,1910214.0,0
JK255056,1143348.0,1900799.0,0
JJ341501,1170530.0,1858133.0,1
JK153108,1165635.0,1929313.0,0
JK102147,1153425.0,1903122.0,0
JJ536728,1182903.0,1831267.0,1
JK186870,1156324.0,1886588.0,0
JJ395343,1136408.0,1909595.0,0
JJ378699,1116630.0,1933196.0,0
JJ301940,1171058.0,1900047.0,0
JJ292053,1168185.0,1883362.0,0
JK216600,1156561.0,1905827.0,0
JJ412107,1139129.0,1897372.0,0
JJ387299,1163783.0,1862644.0,1
JK212854,1162842.0,1896944.0,0
JJ503793,1178961.0,1858988.0,1
JK104312,1160703.0,1862802.0,1
JJ289925,1170034.0,1927279.0,0
JJ510742,1165714.0,1916029.0,0
JK216019,1181945.0,1852425.0,1
JJ521739,1177112.0,1908243.0,0
JJ519240,1177879.0,1876332.0,1
JK157634,1149797.0,1897617.0,0
JJ418473,1168571.0,1829967.0,1
JK117818,1159568.0,1896949.0,0
JJ352938,1165141.0,1861232.0,1
JJ497352,1142001.0,1901135.0,0
JK145918,1188659.0,1847618.0,1
JJ431088,1177863.0,1876944.0,1
JJ463098,1162866.0,1898626.0,0
JK136868,1163012.0,1927914.0,0
JK134142,1157881.0,1940704.0,0
JJ474482,1171956.0,1925059.0,0
JJ344194,1196948.0,1844748.0,1
JK211220,1151380.0,1896334.0,0
JJ352079,1154948.0,1888527.0,0
JJ452445,1177314.0,1904704.0,0
JJ506769,1163872.0,1871285.0,1
JJ312222,1168644.0,1905656.0,0
JK147216,1152767.0,1898843.0,0
JK113009,1169808.0,1840999.0,1
JJ505968,1162316.0,1943625.0,0
JK163744,1170101.0,1900109.0,0
JK236113,1162287.0,1904369.0,0
JK121713,1128700.0,1914859.0,0
JK219059,1141456.0,1908405.0,0
JJ295221,1167325.0,1842212.0,1
JK144584,1176436.0,1898416.0,0
JK207834,1152919.0,1929365.0,0
JJ415887,1164490.0,1917320.0,0
JJ353426,1157124.0,1943897.0,0
JJ285364,1151106.0,1898640.0,0
JJ506066,1166915.0,1899663.0,0
JK123564,1180739.0,1860437.0,1
JK199846,1180043.0,1861837.0,1
JJ519285,1148082.0,1929245.0,0
JJ282580,1151735.0,1912684.0,0
JK129283,1156718.0,1900998.0,0
JJ405299,1174063.0,1910985.0,0
JK154337,1174035.0,1908316.0,0
JJ296902,1174276.0,1909007.0,0
JJ416717,1174056.0,1916083.0,0
JJ277197,1136157.0,1907022.0,0
JK230239,1173470.0,1825723.0,1
JK155394,1180179.0,1881011.0,1
JJ489203,1153857.0,1945811.0,0
JK114409,1177703.0,1884170.0,0
JK221541,1176362.0,1900577.0,0
JK201058,1179113.0,1880823.0,1
JK141986,1176743.0,1886065.0,0
JK122994,1150197.0,1859609.0,1
JK149644,1147996.0,1886369.0,0
JK223287,1176681.0,1888910.0,0
JK215226,1160443.0,1863212.0,1
JJ336707,1175069.0,1886412.0,0
JJ275824,1161357.0,1913936.0,0
JJ376319,1160869.0,1883267.0,0
JK115639,1178164.0,1849680.0,1
JJ308533,1160549.0,1950044.0,0
JJ345076,1170652.0,1853593.0,1
JJ284108,1177329.0,1903108.0,0
JK113832,1188709.0,1842306.0,1
JJ443067,1149035.0,1895454.0,0
JK177088,1179089.0,1904354.0,0
JK258587,1169747.0,1901359.0,0
JJ409280,1171995.0,1852885.0,1
JK145967,1174666.0,1829625.0,1
JK200593,1132603.0,1938503.0,0
JK253713,1174734.0,1907126.0,0
JJ276718,1194055.0,1855713.0,1
JJ437316,1178497.0,1830054.0,1
JJ266087,1168762.0,1932302.0,0
JJ341489,1166336.0,1923821.0,0
JJ461086,1164910.0,1905690.0,0
JJ393332,1165167.0,1872502.0,1
JK180549,1148008.0,1910300.0,0
JJ453621,1148446.0,1911337.0,0
JJ399569,1145330.0,1920883.0,0
JJ454890,1170139.0,1825866.0,1
JJ482227,1145727.0,1853720.0,1
JJ509138,1166183.0,1883676.0,0
JK121339,1150629.0,1903235.0,0
JJ461902,1131008.0,1915556.0,0
JK196112,1156130.0,1943822.0,0
JK260515,1156313.0,1875302.0,1
JK219616,1159590.0,1857820.0,1
JJ536297,1159357.0,1935997.0,0
JK174582,1181693.0,1861749.0,1
JJ401207,1157241.0,1918050.0,0
JJ451710,1151126.0,1908729.0,0
JK167528,1148779.0,1934556.0,0
JJ322178,1154948.0,1888527.0,0
JJ486478,1165406.0,1875869.0,1
JJ350437,1181154.0,1847413.0,1
JK101609,1177416.0,1895928.0,0
JK240167,1152644.0,1861578.0,1
JK177055,1159787.0,1920932.0,0
JJ412259,1159915.0,1878050.0,1
JJ431157,1185453.0,1857728.0,1
JK102601,1136236.0,1918267.0,0
JJ401377,1169689.0,1903368.0,0
JJ478157,1178120.0,1867630.0,1
JJ449871,1170394.0,1920533.0,0
JK185924,1151577.0,1896116.0,0
JK134030,1152309.0,1891584.0,0
JJ525714,1176517.0,1895340.0,0
JJ510618,1177306.0,1900580.0,0
JK137606,1166885.0,1901136.0,0
JJ396663,1179641.0,1828625.0,1
JJ353364,1162561.0,1859879.0,1
JK168100,1161582.0,1881855.0,0
JJ358789,1160395.0,1894644.0,0
JJ348394,1148279.0,1921288.0,0
JK247223,1148792.0,1900171.0,0
JJ423265,1178612.0,1879187.0,1
JK187206,1144259.0,1921063.0,0
JK223883,1183051.0,1848568.0,1
JJ514549,1165278.0,1929470.0,0
JJ318686,1182886.0,1854560.0,1
JJ479218,1150318.0,1886428.0,0
JK199603,1167597.0,1932028.0,0
JJ336574,1170836.0,1907164.0,0
JJ333638,1183034.0,1861227.0,1
JJ334397,1167803.0,1939121.0,0
JJ374120,1188516.0,1844213.0,1
JJ297145,1184501.0,1843853.0,1
JJ324894,1185715.0,1863846.0,1
JK132593,1169064.0,1899824.0,0
JJ304286,1160442.0,1910887.0,0
JJ375612,1155656.0,1899371.0,0
JK222744,1195981.0,1855565.0,1
JJ447608,1137293.0,1926262.0,0
JJ458526,1159156.0,1849386.0,1
JJ276900,1165477.0,1933962.0,0
JJ450339,1149956.0,1916562.0,0
JK232317,1169030.0,1884636.0,0
JK249916,1183029.0,1852803.0,1
JJ437614,1199477.0,1835265.0,1
JK103155,1153627.0,1917433.0,0
JJ284105,1151903.0,1858240.0,1
JJ452707,1181377.0,1845755.0,1
JK174944,1176739.0,1905742.0,0
JJ269516,1142537.0,1919009.0,0
JJ329603,1175463.0,1903173.0,0
JJ428453,1165058.0,1871534.0,1
JK125404,1149456.0,1909210.0,0
JK199137,1157959.0,1856484.0,1
JK195683,1116977.0,1934215.0,0
JK208515,1179702.0,1858234.0,1
JK242890,1178949.0,1853106.0,1
JJ308148,1149231.0,1870307.0,1
JJ415933,1153076.0,1923991.0,0
JK147694,1145748.0,1917138.0,0
JK132802,1174469.0,1904732.0,0
JJ450353,1177650.0,1852817.0,1
JJ478359,1166366.0,1831920.0,1
JK215685,1139432.0,1903197.0,0
JJ271173,1153303.0,1923736.0,0
JK185167,1177507.0,1891442.0,0
JJ314324,1169395.0,1902573.0,0
JJ507283,1150691.0,1925876.0,0
JJ354756,1169300.0,1842867.0,1
JK121209,1190765.0,1858575.0,1
JK254921,1169658.0,1910009.0,0
JK154647,1161606.0,1889358.0,0
JJ339823,1194536.0,1854063.0,1
JK229206,1169444.0,1849461.0,1
JK194278,1157534.0,1941227.0,0
JJ471569,1132626.0,1925898.0,0
JJ396909,1153055.0,1936554.0,0
JJ470446,1154980.0,1910462.0,0
JJ421683,1174534.0,1853182.0,1
JJ324511,1163030.0,1949534.0,0
JK248780,1169744.0,1901459.0,0
JJ509904,1169923.0,1856139.0,1
JJ266686,1188489.0,1845421.0,1
JK241339,1162692.0,1905336.0,0
JJ504639,1167770.0,1940155.0,0
JJ278290,1177464.0,1847017.0,1
JJ466466,1153439.0,1901461.0,0
JJ456875,1191527.0,1858274.0,1
JJ526051,1171203.0,1901678.0,0
JJ301876,1176364.0,1900524.0,0
JK170292,1159116.0,1936458.0,0
JK198999,1165287.0,1890791.0,0
JJ271392,1173711.0,1863032.0,1
JJ419639,1172532.0,1864093.0,1
JJ459380,1178726.0,1877631.0,1
JJ324319,1161952.0,1907968.0,0
JJ317311,1141184.0,1905869.0,0
JJ496634,1176584.0,1835979.0,1
JK147909,1179076.0,1864976.0,1
JJ359052,1176364.0,1900537.0,0
JJ361061,1177578.0,1888853.0,0
JK181216,1175883.0,1902625.0,0
JJ526557,1152839.0,1921400.0,0
JJ325094,1168656.0,1936319.0,0
JJ448279,1158659.0,1947709.0,0
JJ533477,1188882.0,1853899.0,1
JK129825,1160005.0,1905256.0,0
JK235516,1170856.0,1902083.0,0
JJ397491,1164266.0,1881124.0,0
JK246540,1139015.0,1945140.0,0
JK202638,1151276.0,1868988.0,1
JJ388993,1150366.0,1876767.0,0
JJ535815,1153006.0,1884493.0,0
JK223911,1150968.0,1896757.0,0
JK138559,1171904.0,1923807.0,0
JK259648,1154513.0,1835196.0,1
JJ421992,1174359.0,1889753.0,0
JK192004,1179654.0,1819558.0,1
JK142269,1148852.0,1931927.0,0
JK222369,1178852.0,1832003.0,1
JJ482516,1177493.0,1874343.0,1
JJ353685,1175638.0,1876724.0,1
JJ311089,1101086.0,1935036.0,0
JJ347845,1169286.0,1843404.0,1
JJ387390,1152668.0,1890643.0,0
JK173877,1175301.0,1903292.0,0
JK166868,1160267.0,1912387.0,0
JJ340396,1151000.0,1896425.0,0
JJ458555,1150239.0,1890342.0,0
JJ436189,1169268.0,1832150.0,1
JJ474069,1181762.0,1872411.0,1
JJ268397,1162780.0,1910414.0,0
JJ387553,1132377.0,1917897.0,0
JJ505670,1136777.0,1908343.0,0
JK177943,1164135.0,1945688.0,0
JJ330033,1184200.0,1848830.0,1
JJ417176,1177002.0,1902579.0,0
JJ371482,1149484.0,1905044.0,0
JJ320915,1176568.0,1906465.0,0
JJ396886,1160390.0,1865180.0,1
JJ288785,1133592.0,1927618.0,0
JJ273815,1153868.0,1891832.0,0
JK161368,1173796.0,1919557.0,0
JK200421,1149134.0,1890101.0,0
JK217947,1180517.0,1856418.0,1
JK260675,1167942.0,1924393.0,0
JJ341782,1152944.0,1893227.0,0
JJ312821,1160159.0,1879150.0,0
JJ354201,1172951.0,1916239.0,0
JK130293,1177752.0,1855282.0,1
JJ314332,1169810.0,1839780.0,1
JJ458578,1153995.0,1886521.0,0
JJ456426,1172285.0,1866709.0,1
JK216423,1176993.0,1893702.0,0
JK240704,1167308.0,1937026.0,0
JJ394022,1172173.0,1872372.0,1
JK112795,1167490.0,1898755.0,0
JJ331141,1147025.0,1910941.0,0
JJ338277,1152188.0,1906655.0,0
JK145080,1166520.0,1943456.0,0
JJ350926,1179476.0,1882211.0,1
JK191422,1168469.0,1929861.0,0
JJ297013,1202490.0,1837038.0,1
JJ462825,1194981.0,1856552.0,1
JJ455805,1173224.0,1880836.0,1
JK206516,1164792.0,1861919.0,1
JJ384157,1153727.0,1899655.0,0
JK252299,1163802.0,1861982.0,1
JJ368205,1141476.0,1910619.0,0
JJ355927,1182760.0,1850794.0,1
JJ362491,1158919.0,1899919.0,0
JJ396900,1172934.0,1909278.0,0
JK177828,1176447.0,1897915.0,0
JK252522,1151064.0,1899854.0,0
JJ391053,1158190.0,1941424.0,0
JJ332704,1152330.0,1852351.0,1
JJ387221,1167518.0,1871403.0,1
JK228951,1161955.0,1852197.0,1
JK112231,1171298.0,1854220.0,1
JK184453,1159366.0,1901433.0,0
JJ298863,1166850.0,1859459.0,1
JK230774,1149930.0,1893442.0,0
JK214203,1161037.0,1862147.0,1
JK249122,1172653.0,1917769.0,0
JJ395491,1162042.0,1949970.0,0
JJ304197,1151936.0,1862557.0,1
JK143125,1151654.0,1874199.0,1
JK135739,1150424.0,1874895.0,1
JK129758,1151819.0,1925858.0,0
JJ456640,1148476.0,1890084.0,0
JJ436385,1151794.0,1908591.0,0
JJ308920,1176796.0,1903917.0,0
JK258359,1159711.0,1847137.0,1
JJ537271,1167626.0,1830085.0,1
JJ434264,1168667.0,1924089.0,0
JJ345349,1137422.0,1923689.0,0
JJ303579,1174052.0,1857172.0,1
JK192995,1167959.0,1914412.0,0
JJ506148,1186892.0,1867323.0,1
JK154759,1165635.0,1929313.0,0
JK229009,1131321.0,1916235.0,0
JJ287317,1141938.0,1903039.0,0
JJ364112,1174350.0,1884666.0,0
JK109024,1169803.0,1883618.0,0
JJ453391,1170128.0,1905085.0,0
JJ433850,1167648.0,1913795.0,0
JK106538,1144701.0,1901370.0,0
JK226513,1155942.0,1892976.0,0
JJ402186,1177049.0,1899024.0,0
JJ506304,1159682.0,1913243.0,0
JJ367427,1168180.0,1924067.0,0
JJ284413,1144440.0,1898127.0,0
JK172680,1178264.0,1878334.0,1
JK111063,1149073.0,1912558.0,0
JJ383814,1152168.0,1884819.0,0
JJ465755,1174195.0,1857608.0,1
JJ317748,1182273.0,1852463.0,1
JK176663,1146838.0,1901384.0,0
JJ388720,1106955.0,1941060.0,0
JJ539687,1139179.0,1904791.0,0
JK140501,1141357.0,1900554.0,0
JK112208,1148478.0,1934248.0,0
JJ365906,1178975.0,1858658.0,1
JK186170,1151190.0,1906731.0,0
JK211812,1190703.0,1860780.0,1
JK262353,1177361.0,1879484.0,1
JJ471631,1157504.0,1888591.0,0
JJ441161,1149302.0,1892183.0,0
JJ389082,1180046.0,1903813.0,0
JK207309,1196771.0,1855335.0,1
JJ385831,1139238.0,1902012.0,0
JK245952,1147482.0,1886174.0,0
JK261088,1154345.0,1895847.0,0
JJ350852,1176920.0,1896499.0,0
JJ428308,1167728.0,1933569.0,0
JJ434331,1167121.0,1942715.0,0
JJ445219,1156324.0,1886588.0,0
JK193956,1179184.0,1831394.0,1
JJ518834,1176173.0,1841939.0,1
JK239764,1138389.0,1920715.0,0
JJ303939,1156400.0,1873314.0,1
JK164642,1151141.0,1897093.0,0
JJ429968,1170869.0,1901251.0,0
JK207733,1150891.0,1896422.0,0
JJ506708,1154945.0,1892325.0,0
JJ414805,1157124.0,1922141.0,0
JJ282304,1168556.0,1905510.0,0
JK176730,1182884.0,1867234.0,1
JJ353242,1154264.0,1904000.0,0
JJ484252,1143347.0,1897111.0,0
JJ331616,1177279.0,1859276.0,1
JK132271,1138069.0,1923370.0,0
JJ464999,1155655.0,1878116.0,0
JJ507331,1127647.0,1916596.0,0
JJ416204,1164049.0,1873504.0,1
JK184515,1193666.0,1854380.0,1
JJ450960,1150919.0,1923677.0,0
JJ449382,1163945.0,1856667.0,1
JJ268894,1177960.0,1832359.0,1
JK259183,1179378.0,1882226.0,1
JK128322,1160581.0,1913231.0,0
JJ264704,1162876.0,1901352.0,0
JJ517691,1168084.0,1898772.0,0
JJ502028,1169841.0,1898238.0,0
JK212397,1148744.0,1901131.0,0
JK184311,1176727.0,1847272.0,1
JJ267421,1182556.0,1867223.0,1
JJ421796,1157311.0,1915583.0,0
JJ415356,1155292.0,1927951.0,0
JJ275917,1169228.0,1853356.0,1
JJ279847,1168805.0,1929617.0,0
JJ504516,1170406.0,1925185.0,0
JK172260,1179330.0,1875259.0,1
JK217301,1188844.0,1855319.0,1
JJ328662,1137433.0,1900153.0,0
JK161739,1163778.0,1890089.0,0
JJ265308,1151721.0,1888939.0,0
JK125142,1170592.0,1867971.0,1
JK241074,1165239.0,1882844.0,0
JK153466,1199866.0,1834313.0,1
JK240663,1141684.0,1900717.0,0
JJ479647,1150424.0,1874895.0,1
JJ280814,1153406.0,1890205.0,0
JJ407487,1192966.0,1859445.0,1
JK152177,1142241.0,1901461.0,0
JK163474,1172075.0,1849649.0,1
JJ291229,1138017.0,1914408.0,0
JJ533964,1168160.0,1868151.0,1
JJ306066,1146094.0,1894723.0,0
JK100686,1180834.0,1860702.0,1
JK216041,1155204.0,1864972.0,1
JJ470077,1180162.0,1881716.0,1
JJ455151,1153071.0,1935935.0,0
JK112950,1178418.0,1872930.0,1
JJ382355,1161164.0,1873304.0,1
JK160394,1194851.0,1854772.0,1
JJ371529,1174894.0,1880338.0,1
JK158295,1182290.0,1816921.0,1
JJ276889,1171005.0,1852810.0,1
JK105815,1172991.0,1852993.0,1
JJ427204,1172308.0,1842193.0,1
JK213577,1174168.0,1854890.0,1
JJ356258,1200508.0,1836935.0,1
JJ527281,1167955.0,1933907.0,0
JJ283081,1167105.0,1937500.0,0
JJ534898,1156497.0,1861673.0,1
JK140247,1146809.0,1908120.0,0
JJ425295,1166828.0,1848111.0,1
JJ436982,1175036.0,1875266.0,1
JK232586,1147652.0,1910292.0,0
JK241490,1166461.0,1873646.0,1
JK101986,1171830.0,1871216.0,1
JK264217,1177404.0,1837048.0,1
JJ327034,1150354.0,1894422.0,0
JK151615,1163710.0,1890087.0,0
JJ430151,1177676.0,1867684.0,1
JJ377856,1156143.0,1862448.0,1
JK239550,1175327.0,1904462.0,0
JJ382240,1180921.0,1880434.0,1
JJ450993,1179926.0,1849774.0,1
JK166452,1152829.0,1884953.0,0
JK252203,1174039.0,1863339.0,1
JJ263919,1188451.0,1870826.0,1
JJ503419,1160522.0,1856156.0,1
JK233388,1155622.0,1856463.0,1
JJ392844,1182654.0,1863084.0,1
JJ276872,1150370.0,1852537.0,1
JJ308199,1171413.0,1850152.0,1
JK208359,1147665.0,1915151.0,0
JJ471825,1172546.0,1823577.0,1
JK125749,1176796.0,1903917.0,0
JJ366882,1200084.0,1835267.0,1
JK129376,1145727.0,1853720.0,1
JJ530164,1174655.0,1903361.0,0
JJ321716,1154230.0,1930030.0,0
JJ520338,1176002.0,1840430.0,1
JJ308098,1162000.0,1930546.0,0
JK106220,1189362.0,1852612.0,1
JK250736,1176272.0,1866942.0,1
JJ305088,1152533.0,1864897.0,1
JK110820,1175884.0,1902591.0,0
JJ474571,1172111.0,1908362.0,0
JJ411061,1160753.0,1942137.0,0
JK214533,1156139.0,1926446.0,0
JJ400604,1168675.0,1935712.0,0
JK176258,1165992.0,1943443.0,0
JJ522685,1133774.0,1911293.0,0
JJ332935,1149259.0,1912986.0,0
JJ347635,1164357.0,1942729.0,0
JJ401418,1168136.0,1931069.0,0
JK177064,1131711.0,1920547.0,0
JK187541,1169841.0,1898238.0,0
JK147288,1176655.0,1829105.0,1
JJ516392,1155643.0,1849031.0,1
JJ495557,1179625.0,1854025.0,1
JJ460630,1162558.0,1882599.0,0
JJ405053,1155274.0,1892446.0,0
JK164846,1174939.0,1889739.0,0
JJ381582,1143433.0,1928818.0,0
JK225069,1195199.0,1835597.0,1
JK249759,1177308.0,1900543.0,0
JJ539910,1203836.0,1834380.0,1
JJ453976,1172709.0,1839741.0,1
JK216285,1150982.0,1927340.0,0
JJ500369,1171905.0,1852466.0,1
JK137682,1192953.0,1839768.0,1
JJ323282,1187806.0,1849920.0,1
JJ429374,1176904.0,1901295.0,0
JJ508055,1163312.0,1897077.0,0
JJ269437,1124745.0,1924006.0,0
JJ443980,1178178.0,1881701.0,1
JJ475593,1182591.0,1817444.0,1
JJ339643,1142536.0,1905109.0,0
JK157217,1175721.0,1899903.0,0
JK120619,1155456.0,1899850.0,0
JJ408323,1164925.0,1869224.0,1
JJ268957,1180303.0,1864468.0,1
JJ322917,1158941.0,1846801.0,1
JK230663,1156479.0,1849888.0,1
JJ283383,1169872.0,1870052.0,1
JJ433240,1159698.0,1830951.0,1
JJ464236,1179714.0,1857791.0,1
JJ330154,1159268.0,1913574.0,0
JK133884,1134382.0,1933648.0,0
JJ367794,1154061.0,1900783.0,0
JJ294133,1174906.0,1908680.0,0
JK242651,1168966.0,1903639.0,0
JJ530183,1166215.0,1873545.0,1
JK222948,1160808.0,1899960.0,0
JJ411438,1191186.0,1858961.0,1
JJ433801,1137436.0,1903030.0,0
JK185316,1172121.0,1826355.0,1
JJ423093,1167766.0,1920180.0,0
JJ500475,1177361.0,1903270.0,0
JK184773,1167554.0,1873583.0,1
JJ342945,1164223.0,1906419.0,0
JJ403809,1176631.0,1904280.0,0
JK162743,1162539.0,1940330.0,0
JK143983,1178118.0,1873900.0,1
JK253855,1157332.0,1864037.0,1
JK109583,1182702.0,1861192.0,1
JJ339212,1178727.0,1877604.0,1
JJ428302,1182846.0,1863417.0,1
JJ462347,1136918.0,1927645.0,0
JJ290531,1162902.0,1901067.0,0
JK208540,1188267.0,1849517.0,1
JK157000,1167002.0,1866150.0,1
JJ305090,1167450.0,1923047.0,0
JK175789,1186613.0,1867487.0,1
JJ327821,1137067.0,1909617.0,0
JJ481522,1160418.0,1914334.0,0
JJ406737,1143997.0,1934162.0,0
JJ318186,1161150.0,1897593.0,0
JK257735,1142059.0,1897192.0,0
JK218360,1169716.0,1933892.0,0
JJ352268,1178927.0,1827640.0,1
JK128259,1146317.0,1916311.0,0
JK104917,1186531.0,1838828.0,1
JK138859,1163119.0,1898512.0,0
JJ316597,1190970.0,1857297.0,1
JJ290340,1154478.0,1889179.0,0
JK204950,1156922.0,1888576.0,0
JJ411044,1183999.0,1850549.0,1
JK199907,1142706.0,1899189.0,0
JK150423,1175481.0,1820670.0,1
JJ514746,1173996.0,1857171.0,1
JJ445350,1195023.0,1846932.0,1
JJ358367,1143190.0,1899563.0,0
JK157700,1145727.0,1853720.0,1
JJ341167,1160573.0,1858532.0,1
JJ345932,1155684.0,1926004.0,0
JK127302,1141622.0,1919129.0,0
JJ360580,1158679.0,1950351.0,0
JJ288378,1172257.0,1897564.0,0
JJ472901,1168475.0,1872748.0,1
JJ377008,1154241.0,1904782.0,0
JJ465423,1134679.0,1866514.0,1
JJ465546,1189729.0,1867390.0,1
JJ468156,1158081.0,1877679.0,1
JJ535466,1176389.0,1900258.0,0
JJ335139,1149442.0,1908989.0,0
JJ448184,1175579.0,1855659.0,1
JJ498909,1182773.0,1858454.0,1
JK153134,1132108.0,1912123.0,0
JJ294183,1166141.0,1949176.0,0
JJ479301,1176592.0,1902931.0,0
JK240077,1184270.0,1852542.0,1
JJ479248,1176492.0,1823727.0,1
JJ272927,1175113.0,1884789.0,0
JJ297784,1179504.0,1883151.0,1
JJ434735,1182179.0,1865389.0,1
JJ415845,1164727.0,1949129.0,0
JJ339992,1177399.0,1896583.0,0
JK109317,1139665.0,1897138.0,0
JJ492785,1140155.0,1910290.0,0
JK259973,1159466.0,1943137.0,0
JJ486801,1197256.0,1850952.0,1
JJ320285,1158488.0,1920968.0,0
JK137384,1194072.0,1845510.0,1
JK197055,1177824.0,1889782.0,0
JJ411807,1182374.0,1874418.0,1
JJ530831,1161441.0,1943426.0,0
JK237244,1175074.0,1873859.0,1
JJ323810,1172524.0,1846225.0,1
JJ360109,1179388.0,1869746.0,1
JK195888,1185705.0,1833341.0,1
JK166696,1184402.0,1863951.0,1
JK237764,1184984.0,1818569.0,1
JJ473319,1146920.0,1869377.0,1
JK211528,1135724.0,1913547.0,0
JJ275911,1172659.0,1852950.0,1
JK239437,1179147.0,1850018.0,1
JJ415820,1162051.0,1903061.0,0
JJ458840,1157550.0,1906250.0,0
JJ441110,1151865.0,1931235.0,0
JK220751,1151982.0,1911057.0,0
JK101682,1159478.0,1942723.0,0
JJ407731,1166282.0,1856068.0,1
JK221163,1119066.0,1935437.0,0
JK219672,1140199.0,1861149.0,1
JJ346574,1175840.0,1896831.0,0
JK133072,1155239.0,1893672.0,0
JK103728,1181274.0,1865079.0,1
JJ339275,1176338.0,1901346.0,0
JJ383745,1142007.0,1914992.0,0
JK236059,1151425.0,1911884.0,0
JJ361899,1164743.0,1875897.0,1
JK186000,1181651.0,1855416.0,1
JK194037,1175236.0,1903582.0,0
JJ464025,1184349.0,1875087.0,1
JJ490815,1155428.0,1941008.0,0
JJ388877,1139633.0,1931910.0,0
JK152405,1161317.0,1947375.0,0
JJ390370,1129910.0,1937301.0,0
JK196773,1168693.0,1864674.0,1
JK211600,1175114.0,1900975.0,0
JJ400311,1139938.0,1860892.0,1
JJ390166,1144543.0,1870809.0,1
JJ443816,1166147.0,1920307.0,0
JK233965,1176516.0,1823038.0,1
JK183772,1165476.0,1900090.0,0
JJ345126,1175661.0,1842274.0,1
JK211106,1179195.0,1874960.0,1
JJ436098,1162150.0,1944095.0,0
JK201769,1183332.0,1875371.0,1
JK150894,1177493.0,1874343.0,1
JJ410786,1138419.0,1919386.0,0
JJ346789,1166185.0,1940304.0,0
JJ348724,1158801.0,1850223.0,1
JJ277537,1168480.0,1923896.0,0
JK193113,1154069.0,1888152.0,0
JK176803,1173336.0,1893976.0,0
JK171704,1150762.0,1887575.0,0
JJ267984,1164113.0,1862700.0,1
JK110273,1179481.0,1866338.0,1
JJ502496,1143264.0,1933141.0,0
JK107575,1152637.0,1923718.0,0
JK133669,1167193.0,1940774.0,0
JK146555,1175911.0,1896968.0,0
JK212686,1143003.0,1901153.0,0
JJ280102,1138635.0,1915687.0,0
JK188455,1155317.0,1890933.0,0
JJ297927,1177324.0,1906733.0,0
JK190509,1174970.0,1830369.0,1
JK249342,1183631.0,1851826.0,1
JJ476743,1136941.0,1900139.0,0
JJ539418,1171708.0,1920879.0,0
JJ378342,1172673.0,1902270.0,0
JJ487990,1181401.0,1860380.0,1
JJ359110,1167495.0,1831606.0,1
JJ402337,1148327.0,1910973.0,0
JJ403668,1178141.0,1841991.0,1
JJ450573,1188106.0,1855819.0,1
JJ274112,1160351.0,1898095.0,0
JJ369149,1183857.0,1877705.0,1
JJ524936,1154980.0,1910462.0,0
JK237578,1161519.0,1860468.0,1
JK218311,1152015.0,1919654.0,0
JK161799,1188768.0,1858003.0,1
